Feature,Split,Model,Mean_Abs_SHAP
PERS_TRN_ACAD,3,XGBoost,0.06678545475006104
PERS_TRN_INSVC,3,XGBoost,0.03379319608211517
PERS_EDU_MIN,3,XGBoost,0.005353287793695927
PovertyRate,3,XGBoost,0.048517514020204544
UnemploymentRate,3,XGBoost,0.110367551445961
State_Alabama,3,XGBoost,0.006403193809092045
State_Alaska,3,XGBoost,0.00038881911314092577
State_Arizona,3,XGBoost,0.0037025229539722204
State_Arkansas,3,XGBoost,0.005365775432437658
State_California,3,XGBoost,0.13130749762058258
State_Colorado,3,XGBoost,0.0029134161304682493
State_Connecticut,3,XGBoost,0.0019649886526167393
State_Delaware,3,XGBoost,0.0018554276321083307
State_District of Columbia,3,XGBoost,0.009172074496746063
State_Florida,3,XGBoost,0.010748747736215591
State_Georgia,3,XGBoost,0.004478787537664175
State_Hawaii,3,XGBoost,0.00040701188845559955
State_Idaho,3,XGBoost,0.0007962631643749774
State_Illinois,3,XGBoost,0.0031541187781840563
State_Indiana,3,XGBoost,0.003747560316696763
State_Iowa,3,XGBoost,0.0018267573323100805
State_Kansas,3,XGBoost,0.0039252303540706635
State_Kentucky,3,XGBoost,0.0024985477793961763
State_Louisiana,3,XGBoost,0.003455739701166749
State_Maine,3,XGBoost,0.0005872814799658954
State_Maryland,3,XGBoost,0.00044343661284074187
State_Massachusetts,3,XGBoost,0.0020634804386645555
State_Michigan,3,XGBoost,0.004280260764062405
State_Minnesota,3,XGBoost,0.0030809028539806604
State_Mississippi,3,XGBoost,0.005976709071546793
State_Missouri,3,XGBoost,0.0013913309667259455
State_Montana,3,XGBoost,0.0005474119097925723
State_Nebraska,3,XGBoost,0.0
State_Nevada,3,XGBoost,0.0032249661162495613
State_New Hampshire,3,XGBoost,0.0
State_New Jersey,3,XGBoost,0.003982343710958958
State_New Mexico,3,XGBoost,0.0018147614318877459
State_New York,3,XGBoost,0.011760837398469448
State_North Carolina,3,XGBoost,0.0016184562118723989
State_North Dakota,3,XGBoost,0.0005209626979194582
State_Ohio,3,XGBoost,0.00167361821513623
State_Oklahoma,3,XGBoost,0.0008066195296123624
State_Oregon,3,XGBoost,0.0
State_Pennsylvania,3,XGBoost,0.01190757006406784
State_Rhode Island,3,XGBoost,0.0
State_South Carolina,3,XGBoost,0.009737539105117321
State_South Dakota,3,XGBoost,0.0006298015359789133
State_Tennessee,3,XGBoost,0.015074352733790874
State_Texas,3,XGBoost,0.021971946582198143
State_Utah,3,XGBoost,0.0
State_Vermont,3,XGBoost,4.033638833789155e-05
State_Virginia,3,XGBoost,0.008337467908859253
State_Washington,3,XGBoost,0.0021916856057941914
State_West Virginia,3,XGBoost,0.003385437885299325
State_Wisconsin,3,XGBoost,0.002262290334329009
State_Wyoming,3,XGBoost,0.00036723248194903135
Agentype_County police,3,XGBoost,0.0005460784304887056
Agentype_Municipal police,3,XGBoost,0.019680093973875046
Agentype_Primary federal LE,3,XGBoost,0.0
Agentype_Primary state LE,3,XGBoost,0.005703090224415064
Agentype_Regional police,3,XGBoost,0.0
Agentype_Sheriff,3,XGBoost,0.025451628491282463
Agentype_Special police,3,XGBoost,0.0
Agentype_Tribal,3,XGBoost,2.3314070858759806e-05
Month_April,3,XGBoost,0.004015306010842323
Month_August,3,XGBoost,0.00037336297100409865
Month_December,3,XGBoost,0.023397531360387802
Month_February,3,XGBoost,0.007451056502759457
Month_January,3,XGBoost,0.004679372534155846
Month_July,3,XGBoost,0.0008395180921070278
Month_June,3,XGBoost,0.00018315008492209017
Month_March,3,XGBoost,0.0018806374864652753
Month_May,3,XGBoost,0.00043430301593616605
Month_November,3,XGBoost,0.016227111220359802
Month_October,3,XGBoost,0.007406868971884251
Month_September,3,XGBoost,0.0035148989409208298
VicSex_Female,3,XGBoost,0.14810918271541595
VicSex_Male,3,XGBoost,0.006227543111890554
VicSex_Unknown,3,XGBoost,0.0007382440380752087
VicRace_American Indian or Alaskan Native,3,XGBoost,0.00025055400328710675
VicRace_Asian,3,XGBoost,9.865628817351535e-05
VicRace_Black,3,XGBoost,0.04197057709097862
VicRace_Native Hawaiian or Pacific Islander,3,XGBoost,0.0
VicRace_Unknown,3,XGBoost,0.0020118404645472765
VicRace_White,3,XGBoost,0.04246620088815689
Weapon_Asphyxiation - includes death by gas,3,XGBoost,0.0010590247111395001
"Weapon_Blunt object - hammer, club, etc",3,XGBoost,0.007463615853339434
Weapon_Drowning,3,XGBoost,0.00018691884179133922
Weapon_Explosives,3,XGBoost,0.00039912411011755466
Weapon_Fire,3,XGBoost,0.0006464585894718766
"Weapon_Firearm, type not stated",3,XGBoost,0.1052275151014328
"Weapon_Handgun - pistol, revolver, etc",3,XGBoost,0.02197677083313465
Weapon_Knife or cutting instrument,3,XGBoost,0.08498331904411316
"Weapon_Narcotics or drugs, sleeping pills",3,XGBoost,0.00048263059579767287
Weapon_Other gun,3,XGBoost,0.006099823862314224
Weapon_Other or type unknown,3,XGBoost,0.05204306170344353
"Weapon_Personal weapons, includes beating",3,XGBoost,0.026898430660367012
Weapon_Poison - does not include gas,3,XGBoost,0.00019774319662246853
Weapon_Pushed or thrown out window,3,XGBoost,0.0002877031220123172
Weapon_Rifle,3,XGBoost,0.024599386379122734
Weapon_Shotgun,3,XGBoost,0.038788456469774246
Weapon_Strangulation - hanging,3,XGBoost,0.009018953889608383
Weapon_Weapon Not Reported,3,XGBoost,0.002219956601038575
Circumstance_All other manslaughter by negligence,3,XGBoost,0.0020823136437684298
Circumstance_All suspected felony type,3,XGBoost,0.04916225001215935
Circumstance_Argument over money or property,3,XGBoost,0.057263925671577454
Circumstance_Arson,3,XGBoost,0.008039209060370922
Circumstance_Brawl due to influence of alcohol,3,XGBoost,0.048330891877412796
Circumstance_Brawl due to influence of narcotics,3,XGBoost,0.005574170965701342
Circumstance_Burglary,3,XGBoost,0.002444707788527012
Circumstance_Child killed by babysitter,3,XGBoost,0.004322334658354521
Circumstance_Circumstances undetermined,3,XGBoost,0.7091533541679382
Circumstance_Felon killed by police,3,XGBoost,0.05905807763338089
Circumstance_Felon killed by private citizen,3,XGBoost,0.07149137556552887
Circumstance_Gambling,3,XGBoost,0.0034384112805128098
Circumstance_Gangland killings,3,XGBoost,0.009785121306777
Circumstance_Institutional killings,3,XGBoost,0.0024184773210436106
Circumstance_Juvenile gang killings,3,XGBoost,0.019921083003282547
Circumstance_Larceny,3,XGBoost,0.0014010079903528094
Circumstance_Lovers triangle,3,XGBoost,0.05987277254462242
Circumstance_Motor vehicle theft,3,XGBoost,0.0005289303953759372
Circumstance_Narcotic drug laws,3,XGBoost,0.010659699328243732
Circumstance_Other,3,XGBoost,0.10349787771701813
Circumstance_Other - not specified,3,XGBoost,0.021508485078811646
Circumstance_Other arguments,3,XGBoost,0.492617130279541
Circumstance_Other negligent handling of gun,3,XGBoost,0.0007093583699315786
Circumstance_Other sex offense,3,XGBoost,0.0011254852870479226
Circumstance_Prostitution and commercialized vice,3,XGBoost,0.0
Circumstance_Rape,3,XGBoost,0.0019785300828516483
Circumstance_Robbery,3,XGBoost,0.03586006164550781
Circumstance_Sniper attack,3,XGBoost,0.0008168157073669136
Year,4,Random Forest,0.004360348601536142
VicAge,4,Random Forest,0.0048664984136336945
VicCount,4,Random Forest,0.0007854817711424164
OffCount,4,Random Forest,0.037551441877531795
Monthly_Overlap,4,Random Forest,0.019399476853274446
FTSWORN,4,Random Forest,0.00739094550750518
PTSWORN,4,Random Forest,0.0007570721117302287
TOTFTEMP,4,Random Forest,0.01138471848594882
OPBUDGET,4,Random Forest,0.011759646746545224
DET_SWN,4,Random Forest,0.010942701836863968
PERS_TRN_ACAD,4,Random Forest,0.003547310120077308
PERS_TRN_INSVC,4,Random Forest,0.002156011750955595
PERS_EDU_MIN,4,Random Forest,0.0012049681378391796
PovertyRate,4,Random Forest,0.002340987545635788
UnemploymentRate,4,Random Forest,0.012293999892850934
State_Alabama,4,Random Forest,0.00010883839538578782
State_Alaska,4,Random Forest,2.4762319116130493e-06
State_Arizona,4,Random Forest,3.909638684107984e-05
State_Arkansas,4,Random Forest,3.477708833721535e-05
State_California,4,Random Forest,0.006970314219969184
State_Colorado,4,Random Forest,2.7688840426707183e-05
State_Connecticut,4,Random Forest,2.2384786685371517e-05
State_Delaware,4,Random Forest,5.956917763187612e-06
State_District of Columbia,4,Random Forest,0.0005316888791762842
State_Florida,4,Random Forest,0.00022940906517580673
State_Georgia,4,Random Forest,0.00016672478076112587
State_Hawaii,4,Random Forest,3.3616842494542276e-06
State_Idaho,4,Random Forest,8.678627061576257e-06
State_Illinois,4,Random Forest,0.0002571964304357976
State_Indiana,4,Random Forest,7.657770275501844e-05
State_Iowa,4,Random Forest,8.59157293904517e-06
State_Kansas,4,Random Forest,2.78957110316403e-05
State_Kentucky,4,Random Forest,8.631816789391808e-06
State_Louisiana,4,Random Forest,8.525056489963335e-05
State_Maine,4,Random Forest,1.982236838457338e-06
State_Maryland,4,Random Forest,0.0003032322020260926
State_Massachusetts,4,Random Forest,4.189920330697563e-05
State_Michigan,4,Random Forest,5.014380100044977e-05
State_Minnesota,4,Random Forest,9.527073476548244e-06
State_Mississippi,4,Random Forest,6.468972040606842e-05
State_Missouri,4,Random Forest,0.00016174828266816998
State_Montana,4,Random Forest,2.530208850547418e-06
State_Nebraska,4,Random Forest,1.7894707325928868e-06
State_Nevada,4,Random Forest,7.093572895553551e-05
State_New Hampshire,4,Random Forest,9.119956030444188e-07
State_New Jersey,4,Random Forest,0.0001264774025862648
State_New Mexico,4,Random Forest,1.2992150889973863e-05
State_New York,4,Random Forest,0.0010808220892508486
State_North Carolina,4,Random Forest,0.00011277319174820718
State_North Dakota,4,Random Forest,2.1118209740717067e-06
State_Ohio,4,Random Forest,4.4332870289069666e-05
State_Oklahoma,4,Random Forest,5.881637446670051e-05
State_Oregon,4,Random Forest,5.8184710155540644e-06
State_Pennsylvania,4,Random Forest,9.069332498004065e-05
State_Rhode Island,4,Random Forest,2.632997281359447e-06
State_South Carolina,4,Random Forest,0.0003368564402739955
State_South Dakota,4,Random Forest,2.2594959291189277e-06
State_Tennessee,4,Random Forest,0.00036300787688340296
State_Texas,4,Random Forest,0.0016319577217668406
State_Utah,4,Random Forest,1.307122909171813e-05
State_Vermont,4,Random Forest,3.090101645459006e-07
State_Virginia,4,Random Forest,0.000112257339811181
State_Washington,4,Random Forest,2.340974910507742e-05
State_West Virginia,4,Random Forest,2.5113260349814066e-05
State_Wisconsin,4,Random Forest,3.351460139020714e-05
State_Wyoming,4,Random Forest,3.299779505884675e-07
Agentype_County police,4,Random Forest,5.8940366319699334e-05
Agentype_Municipal police,4,Random Forest,0.005716637100505441
Agentype_Primary federal LE,4,Random Forest,0.0
Agentype_Primary state LE,4,Random Forest,0.000411652429761692
Agentype_Regional police,4,Random Forest,5.858763082351153e-07
Agentype_Sheriff,4,Random Forest,0.0039101853336642395
Agentype_Special police,4,Random Forest,2.8366011300151002e-06
Agentype_Tribal,4,Random Forest,9.635699121631052e-07
Month_April,4,Random Forest,3.336015850067262e-05
Month_August,4,Random Forest,3.672971496315668e-05
Month_December,4,Random Forest,8.421926515732752e-05
Month_February,4,Random Forest,4.626866962181614e-05
Month_January,4,Random Forest,6.169374545153064e-05
Month_July,4,Random Forest,2.926788055153306e-05
Month_June,4,Random Forest,3.0169830587133263e-05
Month_March,4,Random Forest,3.7382181116866624e-05
Month_May,4,Random Forest,3.529160832272809e-05
Month_November,4,Random Forest,8.973760617295993e-05
Month_October,4,Random Forest,2.916667443808622e-05
Month_September,4,Random Forest,2.645156243697303e-05
VicSex_Female,4,Random Forest,0.007470399020314869
VicSex_Male,4,Random Forest,0.005726684682972811
VicSex_Unknown,4,Random Forest,8.862948616871955e-06
VicRace_American Indian or Alaskan Native,4,Random Forest,6.518861344923666e-06
VicRace_Asian,4,Random Forest,1.9225376969953726e-05
VicRace_Black,4,Random Forest,0.005251771890373371
VicRace_Native Hawaiian or Pacific Islander,4,Random Forest,3.28662252607988e-07
VicRace_Unknown,4,Random Forest,2.8088824551702195e-05
VicRace_White,4,Random Forest,0.004723498645865509
Weapon_Asphyxiation - includes death by gas,4,Random Forest,5.179231763525317e-06
"Weapon_Blunt object - hammer, club, etc",4,Random Forest,0.00013487011283515023
Weapon_Drowning,4,Random Forest,3.871230307341916e-06
Weapon_Explosives,4,Random Forest,2.08078580317157e-06
Weapon_Fire,4,Random Forest,6.161907726574021e-05
"Weapon_Firearm, type not stated",4,Random Forest,0.00940977027432678
"Weapon_Handgun - pistol, revolver, etc",4,Random Forest,0.001571325293544427
Weapon_Knife or cutting instrument,4,Random Forest,0.005703527846974163
"Weapon_Narcotics or drugs, sleeping pills",4,Random Forest,5.100120726370622e-06
Weapon_Other gun,4,Random Forest,3.224853553063694e-05
Weapon_Other or type unknown,4,Random Forest,0.0019427249518532317
"Weapon_Personal weapons, includes beating",4,Random Forest,0.002041957575736027
Weapon_Poison - does not include gas,4,Random Forest,7.75961500461423e-07
Weapon_Pushed or thrown out window,4,Random Forest,5.007126103334438e-07
Weapon_Rifle,4,Random Forest,0.0008264091087119623
Weapon_Shotgun,4,Random Forest,0.0012863926975949739
Weapon_Strangulation - hanging,4,Random Forest,0.0003473995725717457
Weapon_Weapon Not Reported,4,Random Forest,6.094452441974521e-05
Circumstance_All other manslaughter by negligence,4,Random Forest,4.614970367924751e-06
Circumstance_All suspected felony type,4,Random Forest,0.004741568335702174
Circumstance_Argument over money or property,4,Random Forest,0.0029992792254582472
Circumstance_Arson,4,Random Forest,0.00014205262797265235
Circumstance_Brawl due to influence of alcohol,4,Random Forest,0.002571629963772407
Circumstance_Brawl due to influence of narcotics,4,Random Forest,5.4764696278027516e-05
Circumstance_Burglary,4,Random Forest,6.907148927532295e-05
Circumstance_Child killed by babysitter,4,Random Forest,3.8865799848749145e-05
Circumstance_Circumstances undetermined,4,Random Forest,0.0850293587759258
Circumstance_Felon killed by police,4,Random Forest,0.0021480151821431084
Circumstance_Felon killed by private citizen,4,Random Forest,0.0037659635590493357
Circumstance_Gambling,4,Random Forest,6.184500846181397e-06
Circumstance_Gangland killings,4,Random Forest,0.00015449244213784077
Circumstance_Institutional killings,4,Random Forest,4.77077326139481e-06
Circumstance_Juvenile gang killings,4,Random Forest,0.002915468456372739
Circumstance_Larceny,4,Random Forest,4.8565166574281385e-06
Circumstance_Lovers triangle,4,Random Forest,0.0027096662745765437
Circumstance_Motor vehicle theft,4,Random Forest,1.969442106497792e-06
Circumstance_Narcotic drug laws,4,Random Forest,0.001065638235379531
Circumstance_Other,4,Random Forest,0.01360572773263439
Circumstance_Other - not specified,4,Random Forest,0.0016752049411948124
Circumstance_Other arguments,4,Random Forest,0.06864515801665098
Circumstance_Other negligent handling of gun,4,Random Forest,1.4547927022957346e-07
Circumstance_Other sex offense,4,Random Forest,4.614951469461048e-06
Circumstance_Prostitution and commercialized vice,4,Random Forest,1.014359105048533e-06
Circumstance_Rape,4,Random Forest,0.00011275007885773908
Circumstance_Robbery,4,Random Forest,0.0024565595721056277
Circumstance_Sniper attack,4,Random Forest,1.316039133962365e-06
Year,4,XGBoost,0.1875361204147339
VicAge,4,XGBoost,0.11712116003036499
VicCount,4,XGBoost,0.031802501529455185
OffCount,4,XGBoost,0.45660072565078735
Monthly_Overlap,4,XGBoost,0.11379498243331909
FTSWORN,4,XGBoost,0.08149687945842743
PTSWORN,4,XGBoost,0.007645424455404282
TOTFTEMP,4,XGBoost,0.055915672332048416
OPBUDGET,4,XGBoost,0.06723514199256897
DET_SWN,4,XGBoost,0.04451978579163551
PERS_TRN_ACAD,4,XGBoost,0.05732538923621178
PERS_TRN_INSVC,4,XGBoost,0.04105070233345032
PERS_EDU_MIN,4,XGBoost,0.0089583033695817
PovertyRate,4,XGBoost,0.05192370340228081
UnemploymentRate,4,XGBoost,0.10881444811820984
State_Alabama,4,XGBoost,0.006574095226824284
State_Alaska,4,XGBoost,0.0
State_Arizona,4,XGBoost,0.0021884613670408726
State_Arkansas,4,XGBoost,0.005082664079964161
State_California,4,XGBoost,0.11994055658578873
State_Colorado,4,XGBoost,0.003528031287714839
State_Connecticut,4,XGBoost,0.0018423772417008877
State_Delaware,4,XGBoost,0.0016838239971548319
State_District of Columbia,4,XGBoost,0.00907746609300375
State_Florida,4,XGBoost,0.011518587358295918
State_Georgia,4,XGBoost,0.004850705619901419
State_Hawaii,4,XGBoost,0.0
State_Idaho,4,XGBoost,0.0006305263377726078
State_Illinois,4,XGBoost,0.008020029403269291
State_Indiana,4,XGBoost,0.0032328397501260042
State_Iowa,4,XGBoost,0.0014403598615899682
State_Kansas,4,XGBoost,0.004261381458491087
State_Kentucky,4,XGBoost,0.002055913442745805
State_Louisiana,4,XGBoost,0.003990663681179285
State_Maine,4,XGBoost,0.00040654605254530907
State_Maryland,4,XGBoost,0.0022600211668759584
State_Massachusetts,4,XGBoost,0.00016723060980439186
State_Michigan,4,XGBoost,0.00848910491913557
State_Minnesota,4,XGBoost,0.002621928695589304
State_Mississippi,4,XGBoost,0.005314314272254705
State_Missouri,4,XGBoost,0.0014420023653656244
State_Montana,4,XGBoost,0.0003870599321089685
State_Nebraska,4,XGBoost,0.0
State_Nevada,4,XGBoost,0.0028685436118394136
State_New Hampshire,4,XGBoost,0.0
State_New Jersey,4,XGBoost,0.0017997140530496836
State_New Mexico,4,XGBoost,0.0011698672315105796
State_New York,4,XGBoost,0.009948012419044971
State_North Carolina,4,XGBoost,0.002740119583904743
State_North Dakota,4,XGBoost,0.0005541094578802586
State_Ohio,4,XGBoost,0.0022479442413896322
State_Oklahoma,4,XGBoost,0.0011113741202279925
State_Oregon,4,XGBoost,0.0
State_Pennsylvania,4,XGBoost,0.010781541466712952
State_Rhode Island,4,XGBoost,2.6609703127178364e-05
State_South Carolina,4,XGBoost,0.01031227596104145
State_South Dakota,4,XGBoost,0.000910942442715168
State_Tennessee,4,XGBoost,0.01566138304769993
State_Texas,4,XGBoost,0.01956402137875557
State_Utah,4,XGBoost,0.000748679565731436
State_Vermont,4,XGBoost,0.0
State_Virginia,4,XGBoost,0.008444405160844326
State_Washington,4,XGBoost,0.0008023619302548468
State_West Virginia,4,XGBoost,0.0033957045525312424
State_Wisconsin,4,XGBoost,0.001542126527056098
State_Wyoming,4,XGBoost,0.00015707380953244865
Agentype_County police,4,XGBoost,0.0017521624686196446
Agentype_Municipal police,4,XGBoost,0.025287596508860588
Agentype_Primary federal LE,4,XGBoost,0.0
Agentype_Primary state LE,4,XGBoost,0.004694545641541481
Agentype_Regional police,4,XGBoost,8.37940679048188e-05
Agentype_Sheriff,4,XGBoost,0.015567191876471043
Agentype_Special police,4,XGBoost,7.930528227007017e-05
Agentype_Tribal,4,XGBoost,1.1133438420074526e-05
Month_April,4,XGBoost,0.0026025811675935984
Month_August,4,XGBoost,0.00024584884522482753
Month_December,4,XGBoost,0.024025171995162964
Month_February,4,XGBoost,0.005932082422077656
Month_January,4,XGBoost,0.004762771539390087
Month_July,4,XGBoost,0.0006908003124408424
Month_June,4,XGBoost,0.00036077830009162426
Month_March,4,XGBoost,0.00030173215782269835
Month_May,4,XGBoost,0.0023945237044245005
Month_November,4,XGBoost,0.016232434660196304
Month_October,4,XGBoost,0.0071142795495688915
Month_September,4,XGBoost,0.0023870377335697412
VicSex_Female,4,XGBoost,0.14359673857688904
VicSex_Male,4,XGBoost,0.006108087487518787
VicSex_Unknown,4,XGBoost,0.000889985472895205
VicRace_American Indian or Alaskan Native,4,XGBoost,0.000219693873077631
VicRace_Asian,4,XGBoost,0.0006992161506786942
VicRace_Black,4,XGBoost,0.042456481605768204
VicRace_Native Hawaiian or Pacific Islander,4,XGBoost,0.0
VicRace_Unknown,4,XGBoost,0.002221256261691451
VicRace_White,4,XGBoost,0.03779930621385574
Weapon_Asphyxiation - includes death by gas,4,XGBoost,0.0006866207695566118
"Weapon_Blunt object - hammer, club, etc",4,XGBoost,0.00498901167884469
Weapon_Drowning,4,XGBoost,0.000287137518171221
Weapon_Explosives,4,XGBoost,0.0004031535645481199
Weapon_Fire,4,XGBoost,0.000561488966923207
"Weapon_Firearm, type not stated",4,XGBoost,0.10050997883081436
"Weapon_Handgun - pistol, revolver, etc",4,XGBoost,0.03232010826468468
Weapon_Knife or cutting instrument,4,XGBoost,0.08681409060955048
"Weapon_Narcotics or drugs, sleeping pills",4,XGBoost,0.0004186980950180441
Weapon_Other gun,4,XGBoost,0.005252004601061344
Weapon_Other or type unknown,4,XGBoost,0.04764390364289284
"Weapon_Personal weapons, includes beating",4,XGBoost,0.029354119673371315
Weapon_Poison - does not include gas,4,XGBoost,0.00016229803441092372
Weapon_Pushed or thrown out window,4,XGBoost,0.00020351198327261955
Weapon_Rifle,4,XGBoost,0.027124084532260895
Weapon_Shotgun,4,XGBoost,0.03744949400424957
Weapon_Strangulation - hanging,4,XGBoost,0.008325865492224693
Weapon_Weapon Not Reported,4,XGBoost,0.0022948780097067356
Circumstance_All other manslaughter by negligence,4,XGBoost,0.0018544213380664587
Circumstance_All suspected felony type,4,XGBoost,0.05372949689626694
Circumstance_Argument over money or property,4,XGBoost,0.05189720541238785
Circumstance_Arson,4,XGBoost,0.00826871395111084
Circumstance_Brawl due to influence of alcohol,4,XGBoost,0.04360117018222809
Circumstance_Brawl due to influence of narcotics,4,XGBoost,0.0044074347242712975
Circumstance_Burglary,4,XGBoost,0.004027450457215309
Circumstance_Child killed by babysitter,4,XGBoost,0.0041754888370633125
Circumstance_Circumstances undetermined,4,XGBoost,0.7285322546958923
Circumstance_Felon killed by police,4,XGBoost,0.05578196048736572
Circumstance_Felon killed by private citizen,4,XGBoost,0.06720980256795883
Circumstance_Gambling,4,XGBoost,0.0028653033077716827
Circumstance_Gangland killings,4,XGBoost,0.011509864591062069
Circumstance_Institutional killings,4,XGBoost,0.0014927394222468138
Circumstance_Juvenile gang killings,4,XGBoost,0.027843663468956947
Circumstance_Larceny,4,XGBoost,0.0009300639503635466
Circumstance_Lovers triangle,4,XGBoost,0.0558042973279953
Circumstance_Motor vehicle theft,4,XGBoost,5.469271491165273e-05
Circumstance_Narcotic drug laws,4,XGBoost,0.017909424379467964
Circumstance_Other,4,XGBoost,0.08260531723499298
Circumstance_Other - not specified,4,XGBoost,0.027291489765048027
Circumstance_Other arguments,4,XGBoost,0.46625766158103943
Circumstance_Other negligent handling of gun,4,XGBoost,0.0005568308406509459
Circumstance_Other sex offense,4,XGBoost,0.00034521185443736613
Circumstance_Prostitution and commercialized vice,4,XGBoost,0.0
Circumstance_Rape,4,XGBoost,0.0026359769981354475
Circumstance_Robbery,4,XGBoost,0.04359327256679535
Circumstance_Sniper attack,4,XGBoost,0.001014097360894084
Year,5,Random Forest,0.004640502422085037
VicAge,5,Random Forest,0.0042460712360348875
VicCount,5,Random Forest,0.0007848212788643726
OffCount,5,Random Forest,0.03791480177405898
Monthly_Overlap,5,Random Forest,0.020310321320211547
FTSWORN,5,Random Forest,0.008633213633857578
PTSWORN,5,Random Forest,0.0010212307282521762
TOTFTEMP,5,Random Forest,0.010188642814469464
OPBUDGET,5,Random Forest,0.01275695813988567
DET_SWN,5,Random Forest,0.008282393741727151
PERS_TRN_ACAD,5,Random Forest,0.00391973327208549
PERS_TRN_INSVC,5,Random Forest,0.0021552969907887415
PERS_EDU_MIN,5,Random Forest,0.0010265847947558376
PovertyRate,5,Random Forest,0.0022888883637140825
UnemploymentRate,5,Random Forest,0.011900452593073428
State_Alabama,5,Random Forest,6.757879125666385e-05
State_Alaska,5,Random Forest,2.853381541666313e-06
State_Arizona,5,Random Forest,3.562130286426831e-05
State_Arkansas,5,Random Forest,2.9882070351366483e-05
State_California,5,Random Forest,0.00738241424564703
State_Colorado,5,Random Forest,5.375542746466181e-05
State_Connecticut,5,Random Forest,2.303134722152956e-05
State_Delaware,5,Random Forest,4.689348741434419e-06
State_District of Columbia,5,Random Forest,0.0005634196071712739
State_Florida,5,Random Forest,0.00023568743232263073
State_Georgia,5,Random Forest,0.00017772023515421153
State_Hawaii,5,Random Forest,4.9948691376520125e-06
State_Idaho,5,Random Forest,1.0834529985399334e-05
State_Illinois,5,Random Forest,0.0003194381730258048
State_Indiana,5,Random Forest,8.248109996706633e-05
State_Iowa,5,Random Forest,1.6100078989485913e-05
State_Kansas,5,Random Forest,1.44232720986316e-05
State_Kentucky,5,Random Forest,1.2979588402869658e-05
State_Louisiana,5,Random Forest,5.886596179253898e-05
State_Maine,5,Random Forest,1.2728052278283223e-06
State_Maryland,5,Random Forest,0.00011533328750738505
State_Massachusetts,5,Random Forest,2.953485378797313e-05
State_Michigan,5,Random Forest,0.0001401697490546823
State_Minnesota,5,Random Forest,2.3009422640134844e-05
State_Mississippi,5,Random Forest,0.00015144620085781287
State_Missouri,5,Random Forest,0.00017497686961534732
State_Montana,5,Random Forest,3.8244019530169415e-06
State_Nebraska,5,Random Forest,7.023100440152273e-07
State_Nevada,5,Random Forest,4.94640178282336e-05
State_New Hampshire,5,Random Forest,7.984928189128487e-07
State_New Jersey,5,Random Forest,0.0001689806719214134
State_New Mexico,5,Random Forest,9.863503195846148e-06
State_New York,5,Random Forest,0.0007311518881622651
State_North Carolina,5,Random Forest,0.00011457704031672415
State_North Dakota,5,Random Forest,1.2644484859224897e-06
State_Ohio,5,Random Forest,3.7172040794475e-05
State_Oklahoma,5,Random Forest,6.764422116165972e-05
State_Oregon,5,Random Forest,4.991883261489125e-06
State_Pennsylvania,5,Random Forest,0.0001363681299802375
State_Rhode Island,5,Random Forest,1.5993876855122823e-06
State_South Carolina,5,Random Forest,0.0003585183775149129
State_South Dakota,5,Random Forest,2.0464146235534554e-06
State_Tennessee,5,Random Forest,0.000456614414788944
State_Texas,5,Random Forest,0.002469469836344692
State_Utah,5,Random Forest,1.1454727619829765e-05
State_Vermont,5,Random Forest,5.066644078753665e-07
State_Virginia,5,Random Forest,0.00012074563435502186
State_Washington,5,Random Forest,2.6011806045269358e-05
State_West Virginia,5,Random Forest,2.3967517733324094e-05
State_Wisconsin,5,Random Forest,1.5807883672413455e-05
State_Wyoming,5,Random Forest,6.493726454665126e-07
Agentype_County police,5,Random Forest,9.175543963079817e-05
Agentype_Municipal police,5,Random Forest,0.005661287069891847
Agentype_Primary federal LE,5,Random Forest,3.474479831250458e-07
Agentype_Primary state LE,5,Random Forest,0.0002500006699680579
Agentype_Regional police,5,Random Forest,7.847684887902866e-07
Agentype_Sheriff,5,Random Forest,0.0029103362303779952
Agentype_Special police,5,Random Forest,2.5774372878787936e-06
Agentype_Tribal,5,Random Forest,2.2706329162383334e-06
Month_April,5,Random Forest,3.574958535203225e-05
Month_August,5,Random Forest,2.9984250119130105e-05
Month_December,5,Random Forest,0.00010384731164451144
Month_February,5,Random Forest,4.49118594214194e-05
Month_January,5,Random Forest,4.212107817683824e-05
Month_July,5,Random Forest,3.740907682503009e-05
Month_June,5,Random Forest,2.7354820984228072e-05
Month_March,5,Random Forest,4.6057286531050876e-05
Month_May,5,Random Forest,3.5922627412381095e-05
Month_November,5,Random Forest,0.00010822538743130713
Month_October,5,Random Forest,4.275580703912668e-05
Month_September,5,Random Forest,2.9515781130807584e-05
VicSex_Female,5,Random Forest,0.008520491560744931
VicSex_Male,5,Random Forest,0.006568226192932448
VicSex_Unknown,5,Random Forest,5.805232441218788e-06
VicRace_American Indian or Alaskan Native,5,Random Forest,6.147788499162383e-06
VicRace_Asian,5,Random Forest,2.1677571366620137e-05
VicRace_Black,5,Random Forest,0.0053467779843955985
VicRace_Native Hawaiian or Pacific Islander,5,Random Forest,2.3835163904070555e-07
VicRace_Unknown,5,Random Forest,3.089639724672967e-05
VicRace_White,5,Random Forest,0.006362609020531891
Weapon_Asphyxiation - includes death by gas,5,Random Forest,1.1599367341535911e-05
