Feature,Split,Model,Mean_Abs_SHAP
Month_June,1,XGBoost,0.0003906412166543305
Month_March,1,XGBoost,0.00033418714883737266
Month_May,1,XGBoost,0.0005626567872241139
Month_November,1,XGBoost,0.0157588142901659
Month_October,1,XGBoost,0.008329752832651138
Month_September,1,XGBoost,0.0029115546494722366
VicSex_Female,1,XGBoost,0.1480405181646347
VicSex_Male,1,XGBoost,0.004096576478332281
VicSex_Unknown,1,XGBoost,0.0007452202844433486
VicRace_American Indian or Alaskan Native,1,XGBoost,0.00023459074145648628
VicRace_Asian,1,XGBoost,0.0007612200570292771
VicRace_Black,1,XGBoost,0.03480949625372887
VicRace_Native Hawaiian or Pacific Islander,1,XGBoost,0.0
VicRace_Unknown,1,XGBoost,0.001886129379272461
VicRace_White,1,XGBoost,0.04684699326753616
Weapon_Asphyxiation - includes death by gas,1,XGBoost,0.0010912182042375207
"Weapon_Blunt object - hammer, club, etc",1,XGBoost,0.008002251386642456
Weapon_Drowning,1,XGBoost,0.00042921811109408736
Weapon_Explosives,1,XGBoost,0.0003732439945451915
Weapon_Fire,1,XGBoost,0.0004004419897682965
"Weapon_Firearm, type not stated",1,XGBoost,0.10650862008333206
"Weapon_Handgun - pistol, revolver, etc",1,XGBoost,0.029351651668548584
Weapon_Knife or cutting instrument,1,XGBoost,0.07269149273633957
"Weapon_Narcotics or drugs, sleeping pills",1,XGBoost,0.0006293489714153111
Weapon_Other gun,1,XGBoost,0.006482399068772793
Weapon_Other or type unknown,1,XGBoost,0.05210206285119057
"Weapon_Personal weapons, includes beating",1,XGBoost,0.025378307327628136
Weapon_Poison - does not include gas,1,XGBoost,9.809942275751382e-05
Weapon_Pushed or thrown out window,1,XGBoost,8.149779023369774e-05
Weapon_Rifle,1,XGBoost,0.023882823064923286
Weapon_Shotgun,1,XGBoost,0.03365565463900566
Weapon_Strangulation - hanging,1,XGBoost,0.009175644256174564
Weapon_Weapon Not Reported,1,XGBoost,0.002879899460822344
Circumstance_All other manslaughter by negligence,1,XGBoost,0.002017202554270625
Circumstance_All suspected felony type,1,XGBoost,0.047600679099559784
Circumstance_Argument over money or property,1,XGBoost,0.05596715211868286
Circumstance_Arson,1,XGBoost,0.006733417510986328
Circumstance_Brawl due to influence of alcohol,1,XGBoost,0.04915221408009529
Circumstance_Brawl due to influence of narcotics,1,XGBoost,0.0065456959418952465
Circumstance_Burglary,1,XGBoost,0.00078691600356251
Circumstance_Child killed by babysitter,1,XGBoost,0.004139977041631937
Circumstance_Circumstances undetermined,1,XGBoost,0.6732478737831116
Circumstance_Felon killed by police,1,XGBoost,0.06315381079912186
Circumstance_Felon killed by private citizen,1,XGBoost,0.07178808748722076
Circumstance_Gambling,1,XGBoost,0.0033265287056565285
Circumstance_Gangland killings,1,XGBoost,0.007395915687084198
Circumstance_Institutional killings,1,XGBoost,0.0022095630411058664
Circumstance_Juvenile gang killings,1,XGBoost,0.015762608498334885
Circumstance_Larceny,1,XGBoost,0.0015197166940197349
Circumstance_Lovers triangle,1,XGBoost,0.06109139695763588
Circumstance_Motor vehicle theft,1,XGBoost,0.0010365820489823818
Circumstance_Narcotic drug laws,1,XGBoost,0.004534548614174128
Circumstance_Other,1,XGBoost,0.1151721253991127
Circumstance_Other - not specified,1,XGBoost,0.015831321477890015
Circumstance_Other arguments,1,XGBoost,0.5200626254081726
Circumstance_Other negligent handling of gun,1,XGBoost,0.0007762634777463973
Circumstance_Other sex offense,1,XGBoost,0.0011160452850162983
Circumstance_Prostitution and commercialized vice,1,XGBoost,0.0
Circumstance_Rape,1,XGBoost,0.00020567899628076702
Circumstance_Robbery,1,XGBoost,0.025144057348370552
Circumstance_Sniper attack,1,XGBoost,0.0008428433793596923
Year,2,Random Forest,0.004628359918999288
VicAge,2,Random Forest,0.0047818852070306015
VicCount,2,Random Forest,0.0008046664278288262
OffCount,2,Random Forest,0.035594807390782246
Monthly_Overlap,2,Random Forest,0.022596813431089047
FTSWORN,2,Random Forest,0.008245529239563239
PTSWORN,2,Random Forest,0.0008295639926351143
TOTFTEMP,2,Random Forest,0.010734316143188578
OPBUDGET,2,Random Forest,0.010134181913640091
DET_SWN,2,Random Forest,0.009663449789487365
PERS_TRN_ACAD,2,Random Forest,0.003421214549225753
PERS_TRN_INSVC,2,Random Forest,0.0017833241286193727
PERS_EDU_MIN,2,Random Forest,0.0014248551544527664
PovertyRate,2,Random Forest,0.002344231596485481
UnemploymentRate,2,Random Forest,0.013424857249035957
State_Alabama,2,Random Forest,0.00014996863838161675
State_Alaska,2,Random Forest,1.6011244061058542e-06
State_Arizona,2,Random Forest,3.859351433588529e-05
State_Arkansas,2,Random Forest,4.044526814076483e-05
State_California,2,Random Forest,0.0074624995776913705
State_Colorado,2,Random Forest,3.922602112042457e-05
State_Connecticut,2,Random Forest,3.376809315440733e-05
State_Delaware,2,Random Forest,1.324115137355691e-06
State_District of Columbia,2,Random Forest,0.0006813259823466379
State_Florida,2,Random Forest,0.0003413298275004771
State_Georgia,2,Random Forest,0.00010501217681093397
State_Hawaii,2,Random Forest,4.677994264570148e-06
State_Idaho,2,Random Forest,1.2313048986815977e-05
State_Illinois,2,Random Forest,0.0002599716266309164
State_Indiana,2,Random Forest,9.249584363737274e-05
State_Iowa,2,Random Forest,1.5801743298042687e-05
State_Kansas,2,Random Forest,2.6115718980060878e-05
State_Kentucky,2,Random Forest,1.2142100269873056e-05
State_Louisiana,2,Random Forest,7.538541137469188e-05
State_Maine,2,Random Forest,3.202624463481203e-06
State_Maryland,2,Random Forest,0.00017629441421673916
State_Massachusetts,2,Random Forest,3.426275324591983e-05
State_Michigan,2,Random Forest,6.944143114286318e-05
State_Minnesota,2,Random Forest,2.0226131134263752e-05
State_Mississippi,2,Random Forest,0.00010540094355988665
State_Missouri,2,Random Forest,0.00020684209723128097
State_Montana,2,Random Forest,1.7191602881686378e-06
State_Nebraska,2,Random Forest,3.7537127748356464e-06
State_Nevada,2,Random Forest,3.800676440476851e-05
State_New Hampshire,2,Random Forest,9.69113765072374e-07
State_New Jersey,2,Random Forest,0.00015553637398133004
State_New Mexico,2,Random Forest,7.734921823061344e-06
State_New York,2,Random Forest,0.0008695926163918959
State_North Carolina,2,Random Forest,0.00011793902977516843
State_North Dakota,2,Random Forest,8.133986924427046e-07
State_Ohio,2,Random Forest,3.224077279350776e-05
State_Oklahoma,2,Random Forest,4.992003914909155e-05
State_Oregon,2,Random Forest,4.609555889798712e-06
State_Pennsylvania,2,Random Forest,0.0001235688932758648
State_Rhode Island,2,Random Forest,1.6133746310384588e-06
State_South Carolina,2,Random Forest,0.0004090604264429005
State_South Dakota,2,Random Forest,2.1792794281153557e-06
State_Tennessee,2,Random Forest,0.00033855599390266854
State_Texas,2,Random Forest,0.001684370446189958
State_Utah,2,Random Forest,1.2213435924303385e-05
State_Vermont,2,Random Forest,4.946465450604252e-07
State_Virginia,2,Random Forest,0.00011391227752520762
State_Washington,2,Random Forest,2.7149557640443838e-05
State_West Virginia,2,Random Forest,4.074037255880212e-05
State_Wisconsin,2,Random Forest,4.46796406920113e-05
State_Wyoming,2,Random Forest,4.151662976222115e-07
Agentype_County police,2,Random Forest,0.00011199419279523186
Agentype_Municipal police,2,Random Forest,0.005468058509955055
Agentype_Primary federal LE,2,Random Forest,1.5769402798322365e-06
Agentype_Primary state LE,2,Random Forest,0.0002826208520503428
Agentype_Regional police,2,Random Forest,7.57263652467268e-07
Agentype_Sheriff,2,Random Forest,0.0034935832955640916
Agentype_Special police,2,Random Forest,2.191519716422082e-06
Agentype_Tribal,2,Random Forest,4.5379513118695576e-07
Month_April,2,Random Forest,4.492129724770204e-05
Month_August,2,Random Forest,3.151317295200951e-05
Month_December,2,Random Forest,9.564881962877871e-05
Month_February,2,Random Forest,6.075949670526886e-05
Month_January,2,Random Forest,4.6357748960813206e-05
Month_July,2,Random Forest,3.0369611884087527e-05
Month_June,2,Random Forest,2.591178734416122e-05
Month_March,2,Random Forest,4.411285909633035e-05
Month_May,2,Random Forest,3.412741002180543e-05
Month_November,2,Random Forest,6.357845302407041e-05
Month_October,2,Random Forest,4.094919907147726e-05
Month_September,2,Random Forest,3.431801879207611e-05
VicSex_Female,2,Random Forest,0.007517746332229341
VicSex_Male,2,Random Forest,0.006646140825344077
VicSex_Unknown,2,Random Forest,7.913355422819626e-06
VicRace_American Indian or Alaskan Native,2,Random Forest,1.1242618864142881e-05
VicRace_Asian,2,Random Forest,2.4230668019224518e-05
VicRace_Black,2,Random Forest,0.004869835652527997
VicRace_Native Hawaiian or Pacific Islander,2,Random Forest,4.311372258864467e-07
VicRace_Unknown,2,Random Forest,2.4966496095904053e-05
VicRace_White,2,Random Forest,0.005536138100732465
Weapon_Asphyxiation - includes death by gas,2,Random Forest,5.8096979658275255e-06
"Weapon_Blunt object - hammer, club, etc",2,Random Forest,0.000130630497429952
Weapon_Drowning,2,Random Forest,3.4933094539403857e-06
Weapon_Explosives,2,Random Forest,1.838322073288822e-06
Weapon_Fire,2,Random Forest,7.363703736524467e-05
"Weapon_Firearm, type not stated",2,Random Forest,0.010322762772955388
"Weapon_Handgun - pistol, revolver, etc",2,Random Forest,0.001251121749692384
Weapon_Knife or cutting instrument,2,Random Forest,0.005277925131093664
"Weapon_Narcotics or drugs, sleeping pills",2,Random Forest,1.6235896033767928e-05
Weapon_Other gun,2,Random Forest,4.3047781771965316e-05
Weapon_Other or type unknown,2,Random Forest,0.002054149889297312
"Weapon_Personal weapons, includes beating",2,Random Forest,0.0018640881618236576
Weapon_Poison - does not include gas,2,Random Forest,1.0351719638886236e-06
Weapon_Pushed or thrown out window,2,Random Forest,5.707887057380604e-07
Weapon_Rifle,2,Random Forest,0.000739215107803098
Weapon_Shotgun,2,Random Forest,0.0012466413850484824
Weapon_Strangulation - hanging,2,Random Forest,0.0002675917210945819
Weapon_Weapon Not Reported,2,Random Forest,3.3600483427009934e-05
Circumstance_All other manslaughter by negligence,2,Random Forest,6.2399481382008104e-06
Circumstance_All suspected felony type,2,Random Forest,0.00443264611843677
Circumstance_Argument over money or property,2,Random Forest,0.002860387906598659
Circumstance_Arson,2,Random Forest,0.00017463027292328003
Circumstance_Brawl due to influence of alcohol,2,Random Forest,0.002536943650761298
Circumstance_Brawl due to influence of narcotics,2,Random Forest,5.579002606119054e-05
Circumstance_Burglary,2,Random Forest,6.658382182673599e-05
Circumstance_Child killed by babysitter,2,Random Forest,3.523996817026385e-05
Circumstance_Circumstances undetermined,2,Random Forest,0.08659685450118058
Circumstance_Felon killed by police,2,Random Forest,0.002816252253725676
Circumstance_Felon killed by private citizen,2,Random Forest,0.0036904680476664226
Circumstance_Gambling,2,Random Forest,3.986580231930311e-06
Circumstance_Gangland killings,2,Random Forest,0.00015671025781813133
Circumstance_Institutional killings,2,Random Forest,5.675402993631177e-06
Circumstance_Juvenile gang killings,2,Random Forest,0.0023359626462815747
Circumstance_Larceny,2,Random Forest,2.7626999508105676e-06
Circumstance_Lovers triangle,2,Random Forest,0.002368527804585847
Circumstance_Motor vehicle theft,2,Random Forest,1.8140237245110777e-06
Circumstance_Narcotic drug laws,2,Random Forest,0.0010556883657594658
Circumstance_Other,2,Random Forest,0.012544657688649074
Circumstance_Other - not specified,2,Random Forest,0.0015086027042870319
Circumstance_Other arguments,2,Random Forest,0.06662074137050618
Circumstance_Other negligent handling of gun,2,Random Forest,9.419862122733331e-07
Circumstance_Other sex offense,2,Random Forest,5.6884129643036e-06
Circumstance_Prostitution and commercialized vice,2,Random Forest,1.5043626815495886e-06
Circumstance_Rape,2,Random Forest,8.244106623399323e-05
Circumstance_Robbery,2,Random Forest,0.0026917303574785956
Circumstance_Sniper attack,2,Random Forest,2.603676627725528e-06
Year,2,XGBoost,0.180010125041008
VicAge,2,XGBoost,0.11234835535287857
VicCount,2,XGBoost,0.034648794680833817
OffCount,2,XGBoost,0.45831021666526794
Monthly_Overlap,2,XGBoost,0.116316057741642
FTSWORN,2,XGBoost,0.045291922986507416
PTSWORN,2,XGBoost,0.006529835518449545
TOTFTEMP,2,XGBoost,0.05958147719502449
OPBUDGET,2,XGBoost,0.06536846607923508
DET_SWN,2,XGBoost,0.05548136308789253
PERS_TRN_ACAD,2,XGBoost,0.06322848051786423
PERS_TRN_INSVC,2,XGBoost,0.0388357937335968
PERS_EDU_MIN,2,XGBoost,0.006391365081071854
PovertyRate,2,XGBoost,0.05821113660931587
UnemploymentRate,2,XGBoost,0.10923736542463303
State_Alabama,2,XGBoost,0.008055262267589569
State_Alaska,2,XGBoost,0.0
State_Arizona,2,XGBoost,0.0030056890100240707
State_Arkansas,2,XGBoost,0.006049308925867081
State_California,2,XGBoost,0.11998218297958374
State_Colorado,2,XGBoost,0.0022319641429930925
State_Connecticut,2,XGBoost,0.001751344301737845
State_Delaware,2,XGBoost,0.0011726710945367813
State_District of Columbia,2,XGBoost,0.0071643805131316185
State_Florida,2,XGBoost,0.011277490295469761
State_Georgia,2,XGBoost,0.0065149469301104546
State_Hawaii,2,XGBoost,0.00018082937458530068
State_Idaho,2,XGBoost,0.00038902563392184675
State_Illinois,2,XGBoost,0.0034754963126033545
State_Indiana,2,XGBoost,0.003915002569556236
State_Iowa,2,XGBoost,0.0015631616115570068
State_Kansas,2,XGBoost,0.003921139985322952
State_Kentucky,2,XGBoost,0.0020083305425941944
State_Louisiana,2,XGBoost,0.003558291355147958
State_Maine,2,XGBoost,0.0005754472804255784
State_Maryland,2,XGBoost,0.0028967303223907948
State_Massachusetts,2,XGBoost,0.002436538925394416
State_Michigan,2,XGBoost,0.004208848346024752
State_Minnesota,2,XGBoost,0.0017863583052530885
State_Mississippi,2,XGBoost,0.006208122242242098
State_Missouri,2,XGBoost,0.0013981161173433065
State_Montana,2,XGBoost,0.00033137210994027555
State_Nebraska,2,XGBoost,0.0
State_Nevada,2,XGBoost,0.0034431794192641973
State_New Hampshire,2,XGBoost,0.0
State_New Jersey,2,XGBoost,0.002145597478374839
State_New Mexico,2,XGBoost,0.0019009136594831944
State_New York,2,XGBoost,0.009964692406356335
State_North Carolina,2,XGBoost,0.002232990926131606
State_North Dakota,2,XGBoost,0.000339897524099797
State_Ohio,2,XGBoost,0.0028177250642329454
State_Oklahoma,2,XGBoost,0.0015017687110230327
State_Oregon,2,XGBoost,2.564300302765332e-05
State_Pennsylvania,2,XGBoost,0.01317756436765194
State_Rhode Island,2,XGBoost,0.0
State_South Carolina,2,XGBoost,0.00801121722906828
State_South Dakota,2,XGBoost,0.00046972159179858863
State_Tennessee,2,XGBoost,0.01150493510067463
State_Texas,2,XGBoost,0.021126942709088326
State_Utah,2,XGBoost,0.0005171818775124848
State_Vermont,2,XGBoost,8.000307570910081e-05
State_Virginia,2,XGBoost,0.008364365436136723
State_Washington,2,XGBoost,0.0016570668667554855
State_West Virginia,2,XGBoost,0.0037833349779248238
State_Wisconsin,2,XGBoost,0.0013832678087055683
State_Wyoming,2,XGBoost,0.00019869527022819966
Agentype_County police,2,XGBoost,0.000760418944992125
Agentype_Municipal police,2,XGBoost,0.03598262369632721
Agentype_Primary federal LE,2,XGBoost,0.0
Agentype_Primary state LE,2,XGBoost,0.004044663161039352
Agentype_Regional police,2,XGBoost,0.0
Agentype_Sheriff,2,XGBoost,0.013815799728035927
Agentype_Special police,2,XGBoost,7.312870002351701e-05
Agentype_Tribal,2,XGBoost,3.252924216212705e-05
Month_April,2,XGBoost,0.002519673900678754
Month_August,2,XGBoost,0.00029784542857669294
Month_December,2,XGBoost,0.02560356631875038
Month_February,2,XGBoost,0.007741074077785015
Month_January,2,XGBoost,0.00398425105959177
Month_July,2,XGBoost,0.0008209439693018794
Month_June,2,XGBoost,0.0003320521500427276
Month_March,2,XGBoost,0.0004552376631181687
Month_May,2,XGBoost,0.000452253851108253
Month_November,2,XGBoost,0.017918357625603676
Month_October,2,XGBoost,0.009154194965958595
Month_September,2,XGBoost,0.0039121415466070175
VicSex_Female,2,XGBoost,0.14757812023162842
VicSex_Male,2,XGBoost,0.008662913925945759
VicSex_Unknown,2,XGBoost,0.0009376425296068192
VicRace_American Indian or Alaskan Native,2,XGBoost,0.0003011793887708336
VicRace_Asian,2,XGBoost,8.70701769599691e-05
VicRace_Black,2,XGBoost,0.039999574422836304
VicRace_Native Hawaiian or Pacific Islander,2,XGBoost,0.0
VicRace_Unknown,2,XGBoost,0.002535430248826742
VicRace_White,2,XGBoost,0.037627603858709335
Weapon_Asphyxiation - includes death by gas,2,XGBoost,0.0009664061944931746
"Weapon_Blunt object - hammer, club, etc",2,XGBoost,0.005166876129806042
Weapon_Drowning,2,XGBoost,0.0002172073145629838
Weapon_Explosives,2,XGBoost,0.00029980592080391943
Weapon_Fire,2,XGBoost,0.0005184021429158747
"Weapon_Firearm, type not stated",2,XGBoost,0.1048051118850708
"Weapon_Handgun - pistol, revolver, etc",2,XGBoost,0.025674695149064064
Weapon_Knife or cutting instrument,2,XGBoost,0.08474850654602051
"Weapon_Narcotics or drugs, sleeping pills",2,XGBoost,0.0011829829309135675
Weapon_Other gun,2,XGBoost,0.005609746556729078
Weapon_Other or type unknown,2,XGBoost,0.0495254285633564
"Weapon_Personal weapons, includes beating",2,XGBoost,0.029034217819571495
Weapon_Poison - does not include gas,2,XGBoost,0.00036731554428115487
Weapon_Pushed or thrown out window,2,XGBoost,0.00019006447109859437
Weapon_Rifle,2,XGBoost,0.028604120016098022
Weapon_Shotgun,2,XGBoost,0.037221215665340424
Weapon_Strangulation - hanging,2,XGBoost,0.008838935755193233
Weapon_Weapon Not Reported,2,XGBoost,0.0020611502695828676
Circumstance_All other manslaughter by negligence,2,XGBoost,0.0018442767905071378
Circumstance_All suspected felony type,2,XGBoost,0.04926939308643341
Circumstance_Argument over money or property,2,XGBoost,0.055984098464250565
Circumstance_Arson,2,XGBoost,0.007406117860227823
Circumstance_Brawl due to influence of alcohol,2,XGBoost,0.0474766306579113
Circumstance_Brawl due to influence of narcotics,2,XGBoost,0.005172719247639179
Circumstance_Burglary,2,XGBoost,0.0022188243456184864
Circumstance_Child killed by babysitter,2,XGBoost,0.0039008869789540768
Circumstance_Circumstances undetermined,2,XGBoost,0.677287220954895
Circumstance_Felon killed by police,2,XGBoost,0.0589708611369133
Circumstance_Felon killed by private citizen,2,XGBoost,0.07134181261062622
Circumstance_Gambling,2,XGBoost,0.0031319689005613327
Circumstance_Gangland killings,2,XGBoost,0.009283929131925106
Circumstance_Institutional killings,2,XGBoost,0.002119868528097868
Circumstance_Juvenile gang killings,2,XGBoost,0.022302186116576195
Circumstance_Larceny,2,XGBoost,0.001175725250504911
Circumstance_Lovers triangle,2,XGBoost,0.060481347143650055
Circumstance_Motor vehicle theft,2,XGBoost,0.000876093574333936
Circumstance_Narcotic drug laws,2,XGBoost,0.009595593437552452
Circumstance_Other,2,XGBoost,0.10468072444200516
Circumstance_Other - not specified,2,XGBoost,0.024921445176005363
Circumstance_Other arguments,2,XGBoost,0.49905383586883545
Circumstance_Other negligent handling of gun,2,XGBoost,0.0007811692776158452
Circumstance_Other sex offense,2,XGBoost,0.0011024780105799437
Circumstance_Prostitution and commercialized vice,2,XGBoost,0.00017427366401534528
Circumstance_Rape,2,XGBoost,0.0017058184603229165
Circumstance_Robbery,2,XGBoost,0.030712515115737915
Circumstance_Sniper attack,2,XGBoost,0.0010193079942837358
Year,3,Random Forest,0.003768094511606136
VicAge,3,Random Forest,0.004828189933172946
VicCount,3,Random Forest,0.000709760191554201
OffCount,3,Random Forest,0.03567070166848434
Monthly_Overlap,3,Random Forest,0.022158581967204247
FTSWORN,3,Random Forest,0.007170927642743613
PTSWORN,3,Random Forest,0.0005682896689140301
TOTFTEMP,3,Random Forest,0.010106922404770137
OPBUDGET,3,Random Forest,0.010976879205969063
DET_SWN,3,Random Forest,0.010506258346848074
PERS_TRN_ACAD,3,Random Forest,0.003568479423718552
PERS_TRN_INSVC,3,Random Forest,0.0017846110150716008
PERS_EDU_MIN,3,Random Forest,0.0011703772359136755
PovertyRate,3,Random Forest,0.0030818734668042803
UnemploymentRate,3,Random Forest,0.014255435331223048
State_Alabama,3,Random Forest,0.00011460338448062467
State_Alaska,3,Random Forest,3.8676200369319805e-06
State_Arizona,3,Random Forest,2.7886087224787747e-05
State_Arkansas,3,Random Forest,5.7736143410621056e-05
State_California,3,Random Forest,0.007370918807661061
State_Colorado,3,Random Forest,3.955294256620583e-05
State_Connecticut,3,Random Forest,1.3059282119168777e-05
State_Delaware,3,Random Forest,4.624796628174543e-06
State_District of Columbia,3,Random Forest,0.0005656104736179626
State_Florida,3,Random Forest,0.00034719939258874425
State_Georgia,3,Random Forest,0.00012573038024817835
State_Hawaii,3,Random Forest,5.2815696658686195e-06
State_Idaho,3,Random Forest,8.804144852553608e-06
State_Illinois,3,Random Forest,0.0002729091266749559
State_Indiana,3,Random Forest,8.091286009292283e-05
State_Iowa,3,Random Forest,4.658938982232411e-06
State_Kansas,3,Random Forest,4.07338389573818e-05
State_Kentucky,3,Random Forest,1.5647340105009813e-05
State_Louisiana,3,Random Forest,7.491146359343694e-05
State_Maine,3,Random Forest,6.187423127185811e-06
State_Maryland,3,Random Forest,0.000155640058505998
State_Massachusetts,3,Random Forest,1.4544399518579496e-05
State_Michigan,3,Random Forest,8.786077280354448e-05
State_Minnesota,3,Random Forest,1.8376162767047444e-05
State_Mississippi,3,Random Forest,8.054672933182819e-05
State_Missouri,3,Random Forest,0.00011857027664642458
State_Montana,3,Random Forest,6.163217107434956e-07
State_Nebraska,3,Random Forest,1.7409822277025132e-06
State_Nevada,3,Random Forest,4.87623829745235e-05
State_New Hampshire,3,Random Forest,4.3535003464685864e-07
State_New Jersey,3,Random Forest,0.00012443742210977663
State_New Mexico,3,Random Forest,1.5689267770025108e-05
State_New York,3,Random Forest,0.0010516825508774961
State_North Carolina,3,Random Forest,0.0001783389912471707
State_North Dakota,3,Random Forest,3.4198315755840116e-06
State_Ohio,3,Random Forest,4.2072212615087265e-05
State_Oklahoma,3,Random Forest,6.459581520197037e-05
State_Oregon,3,Random Forest,6.822177697653909e-06
State_Pennsylvania,3,Random Forest,0.00012602563766836374
State_Rhode Island,3,Random Forest,3.1405144378875194e-06
State_South Carolina,3,Random Forest,0.0004400619445343043
State_South Dakota,3,Random Forest,1.3343091762614646e-06
State_Tennessee,3,Random Forest,0.0005519683640754754
State_Texas,3,Random Forest,0.0012067110960819487
State_Utah,3,Random Forest,9.336184104713549e-06
State_Vermont,3,Random Forest,8.854117353710785e-07
State_Virginia,3,Random Forest,7.532107501026625e-05
State_Washington,3,Random Forest,2.753287903740514e-05
State_West Virginia,3,Random Forest,2.8770088082744715e-05
State_Wisconsin,3,Random Forest,4.463758680134538e-05
State_Wyoming,3,Random Forest,1.1302708468229934e-06
Agentype_County police,3,Random Forest,0.0001273491219175196
Agentype_Municipal police,3,Random Forest,0.005044918230863814
Agentype_Primary federal LE,3,Random Forest,2.3589664042598997e-07
Agentype_Primary state LE,3,Random Forest,0.00026554597557171104
Agentype_Regional police,3,Random Forest,6.278588645455182e-07
Agentype_Sheriff,3,Random Forest,0.00341069712810398
Agentype_Special police,3,Random Forest,4.318358621270151e-06
Agentype_Tribal,3,Random Forest,7.082442619963026e-07
Month_April,3,Random Forest,3.422246809166901e-05
Month_August,3,Random Forest,3.129009490213885e-05
Month_December,3,Random Forest,0.00011855125670918497
Month_February,3,Random Forest,5.027413967704798e-05
Month_January,3,Random Forest,4.0192428701630846e-05
Month_July,3,Random Forest,3.387731188057314e-05
Month_June,3,Random Forest,3.1226722755283244e-05
Month_March,3,Random Forest,2.8570758569211107e-05
Month_May,3,Random Forest,3.2492905191649026e-05
Month_November,3,Random Forest,9.601927083058909e-05
Month_October,3,Random Forest,3.3372227296692046e-05
Month_September,3,Random Forest,3.267708946683979e-05
VicSex_Female,3,Random Forest,0.00707546635620545
VicSex_Male,3,Random Forest,0.0067969963886224186
VicSex_Unknown,3,Random Forest,5.747782345518701e-06
VicRace_American Indian or Alaskan Native,3,Random Forest,5.270701504308604e-06
VicRace_Asian,3,Random Forest,3.887403316546582e-05
VicRace_Black,3,Random Forest,0.00618348316668642
VicRace_Native Hawaiian or Pacific Islander,3,Random Forest,2.445400461915194e-07
VicRace_Unknown,3,Random Forest,2.5851949414000763e-05
VicRace_White,3,Random Forest,0.006083872484774878
Weapon_Asphyxiation - includes death by gas,3,Random Forest,4.309366390420199e-06
"Weapon_Blunt object - hammer, club, etc",3,Random Forest,0.00012469071407922034
Weapon_Drowning,3,Random Forest,3.05967855775e-06
Weapon_Explosives,3,Random Forest,1.6303510455979177e-06
Weapon_Fire,3,Random Forest,6.63327011143462e-05
"Weapon_Firearm, type not stated",3,Random Forest,0.011550310107845716
"Weapon_Handgun - pistol, revolver, etc",3,Random Forest,0.0017411930011962228
Weapon_Knife or cutting instrument,3,Random Forest,0.0051183693794627574
"Weapon_Narcotics or drugs, sleeping pills",3,Random Forest,7.379118868617891e-06
Weapon_Other gun,3,Random Forest,3.580611102096697e-05
Weapon_Other or type unknown,3,Random Forest,0.0022799719800742795
"Weapon_Personal weapons, includes beating",3,Random Forest,0.0015492538007487666
Weapon_Poison - does not include gas,3,Random Forest,7.958172249768912e-07
Weapon_Pushed or thrown out window,3,Random Forest,9.383683950148435e-07
Weapon_Rifle,3,Random Forest,0.0009768732533014083
Weapon_Shotgun,3,Random Forest,0.001316118652795144
Weapon_Strangulation - hanging,3,Random Forest,0.0003507587558214455
Weapon_Weapon Not Reported,3,Random Forest,4.140338715017651e-05
Circumstance_All other manslaughter by negligence,3,Random Forest,8.55031396574717e-06
Circumstance_All suspected felony type,3,Random Forest,0.003976827860786774
Circumstance_Argument over money or property,3,Random Forest,0.003000377761907501
Circumstance_Arson,3,Random Forest,0.00011317022786037297
Circumstance_Brawl due to influence of alcohol,3,Random Forest,0.002473822182657174
Circumstance_Brawl due to influence of narcotics,3,Random Forest,5.0001863718506314e-05
Circumstance_Burglary,3,Random Forest,6.68962868371228e-05
Circumstance_Child killed by babysitter,3,Random Forest,5.240642349633795e-05
Circumstance_Circumstances undetermined,3,Random Forest,0.07862062806678867
Circumstance_Felon killed by police,3,Random Forest,0.0022854416159966925
Circumstance_Felon killed by private citizen,3,Random Forest,0.003950805360349502
Circumstance_Gambling,3,Random Forest,1.2152209818187194e-05
Circumstance_Gangland killings,3,Random Forest,0.0001851357743944297
Circumstance_Institutional killings,3,Random Forest,5.0533760780897385e-06
Circumstance_Juvenile gang killings,3,Random Forest,0.002144415802828886
Circumstance_Larceny,3,Random Forest,2.1826898723660847e-06
Circumstance_Lovers triangle,3,Random Forest,0.002778424285724986
Circumstance_Motor vehicle theft,3,Random Forest,2.462225922612912e-06
Circumstance_Narcotic drug laws,3,Random Forest,0.000965350812655055
Circumstance_Other,3,Random Forest,0.01438558184728379
Circumstance_Other - not specified,3,Random Forest,0.001456121206688026
Circumstance_Other arguments,3,Random Forest,0.06936881787424182
Circumstance_Other negligent handling of gun,3,Random Forest,1.1777418777534177e-06
Circumstance_Other sex offense,3,Random Forest,1.9490843596146925e-06
Circumstance_Prostitution and commercialized vice,3,Random Forest,2.4179896344688356e-06
Circumstance_Rape,3,Random Forest,6.936967259848444e-05
Circumstance_Robbery,3,Random Forest,0.001978827067708233
Circumstance_Sniper attack,3,Random Forest,1.5183471643084743e-06
Year,3,XGBoost,0.17740188539028168
VicAge,3,XGBoost,0.11753668636083603
VicCount,3,XGBoost,0.03243876248598099
OffCount,3,XGBoost,0.4578540027141571
Monthly_Overlap,3,XGBoost,0.1103590652346611
FTSWORN,3,XGBoost,0.06006497144699097
PTSWORN,3,XGBoost,0.006708184257149696
TOTFTEMP,3,XGBoost,0.0551132969558239
OPBUDGET,3,XGBoost,0.033728331327438354
DET_SWN,3,XGBoost,0.06610549986362457
